BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;540010568;HOSPITALISATION A DOMICILE HADAN;;540010519;09;60;3;127;PNL10;7;4;1;0;47792078900021;41;54;41S0000001;54547;VANDOEUVRE-LES-NANCY;;0;;7;;1;1;17;RUE;DU BOIS DE LA CHAMPELLE;BP 20216;54506;VANDOEUVRE LES NANCY CEDEX;;0;;;;;;;;;;;;;;;;;477920789;47792078900021;;;0;0;;;;;;;;;
ID;2013;540012747;USLD MAISON  HOSPITALIERE BACCARAT;;540014081;09;65;3;362;PNL9;6;1;1;0;78326557200033;41;54;41S0000001;54039;BACCARAT;;0;;7;;1;1;24;R;DE L'ABBE MUNIER;;54120;BACCARAT;;0;;;;;;;;;;;;;;;;;783265572;78326557200033;;;0;0;;;;;;;;;
ID;2013;540013109;CMP ET HOP DE JOUR ADULTES CH ST NIC;SECTEUR 54G07;540000114;14;13;1;292;PUB3;1;0;;0;26540016800059;41;54;41S0000001;54397;NEUVES-MAISONS;;0;;7;540000114;1;1;21  B;R;ARISTIDE BRIAND;;54230;NEUVES MAISONS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;540013224;POLYCLINIQUE MAJORELLE;;540000536;09;73;2;365;PLU4;0;4;5;0;34046694500037;41;54;41S0000001;54395;NANCY;;0;;7;;2;1;1240;AV;PINCHARD;BP 2049;54000;NANCY;;0;;;;;;;;;;;;;;;;;340466945;34046694500037;;;0;0;;;;;;;;;
ID;2013;540013232;USLD ST STANISLAS CHU NANCY;;540002078;04;13;1;362;PUB9;1;0;;0;26540010100282;41;54;41S0000001;54395;NANCY;;0;;7;540002078;2;1;9;R;DES FABRIQUES;;54000;NANCY;;;;;540001138;;540002698;;;;;;;;;;;;265400101;26540010100282;;;1;0;;;;;;;;;
ID;2013;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;IRR;540019726;09;40;3;109;PNL10;6;1;4;0;42427340700157;41;54;41S0000001;54196;FLAVIGNY-SUR-MOSELLE;;0;;7;;1;1;46;R;DOYEN PARISOT;B.P. 2;54630;FLAVIGNY SUR MOSELLE;;1;424273407;UGECAM NORD-EST;;;;;;;;;;;;;;;424273407;42427340700157;;;0;0;;;;;;;;;
ID;2013;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;;540000056;14;11;1;292;PUB3;1;0;;0;26540011900011;41;54;41S0000001;54304;LAXOU;;0;;7;540000056;1;1;1;R;DU DR ARCHAMBAULT;BP 11010;54521;LAXOU CEDEX;;;;;;;;;;;;;;;;;;;265400119;26540011900011;;;0;0;;;;;;;;;
ID;2013;540014149;HOPITAL DE JOUR MAISON HOSP ST CHARLES;;540000122;09;60;3;129;PNL4;6;1;1;0;77561532100012;41;54;41S0000001;54395;NANCY;;0;;7;;2;1;6;R;DE L'ABBE DIDELOT;;54000;NANCY;;;;;;;;;;;;;;;;;;;775615321;77561532100012;;;0;0;;;;;;;;;
ID;2013;540018876;CTRE D'AUTODIALYSE A ESSEY (ALTIR);;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500124;41;54;41S0000001;54184;ESSEY-LES-NANCY;;0;;7;540001112;1;1;6;AV;FOCH;;54270;ESSEY LES NANCY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;540019023;CENTRE D'AUTODIALYSE DE L'ALTIR;;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500157;41;54;41S0000001;54382;MONT-SAINT-MARTIN;;0;;7;540001112;1;1;;;;;54350;MONT ST MARTIN;CENTRE HOSPITALIER;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;540020054;CMP/CATTP/HOP JOUR AD-SITE TOUL (CHU);SECTEUR 54G06;540002078;14;13;1;101;PUB1;1;0;;0;26540010100480;41;54;41S0000001;54528;TOUL;;0;;7;540002078;2;1;24;R;JOLY;;54200;TOUL;;;;;540001138;;540002698;;;;;;;;;;;;265400101;26540010100480;;;1;0;;;;;;;;;
ID;2013;540020146;CENTRE DE REEDUCATION FLORENTIN;;540006707;09;61;3;109;PNL10;6;1;1;0;77561531300712;41;54;41S0000001;54395;NANCY;;0;;7;;1;1;2;R;DES CINQ PIQUETS;;54000;NANCY;;0;;;;;;;;;;;;;;;;;775615313;77561531300712;;;0;0;;;;;;;;;
ID;2013;540023256;SEL DU CENTRE D'ONCOLOGIE DE GENTILLY;;540020963;18;85;2;698;PLU10;0;3;0;0;49186749500013;41;54;41S0000001;54395;NANCY;;0;;7;540020963;1;1;2;RUE;MARIE MARVINGT;;54100;NANCY;;0;;;;;;;;;;;;;;;;;491867495;49186749500013;;;0;0;;;;;;;;;
ID;2013;550000012;CH DE VERDUN - HOPITAL SAINT NICOLAS;;550000020;04;13;1;355;PUB2;1;0;;0;26550020700013;41;55;41S0000002;55545;VERDUN;;0;;7;550000020;1;1;2;R;D'ANTHOUARD;BP 713;55107;VERDUN CEDEX;;;;;;;;;;;;;;;;;;;265500207;26550020700013;;;0;0;;;;;;;;;
ID;2013;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;;550000046;04;13;1;355;PUB2;1;0;;0;26550003300013;41;55;41S0000002;55122;COMMERCY;;0;;7;550000046;1;1;1;R;HENRI GARNIER;BP 107;55205;COMMERCY CEDEX;;;;;;;;;;;;;;;;;;;265500033;26550003300013;;;0;0;;;;;;;;;
ID;2013;550000178;POLYCLINIQUE DU PARC;;550000293;09;73;2;365;PLU4;0;4;5;0;48672014700033;41;55;41S0000002;55029;BAR-LE-DUC;;0;;7;;2;2;53;;de BEHONNE;CS 50188;55005;BAR LE DUC CEDEX;;0;;;;;;;;;;;;;;;;;486720147;48672014700033;;;0;0;;;;;;;;;
ID;2013;550000186;CH VERDUN-UNITE D'HOSP. ADOLESCENTS;SITE ST JOSEPH;550000020;14;13;1;355;PUB2;1;0;;0;26550020700203;41;55;41S0000002;55545;VERDUN;;0;;7;550000020;1;1;18;R;D'ANTHOUARD;;55100;VERDUN;;;;;;;;;;;;;;;;;;;265500207;26550020700203;;;0;0;;;;;;;;;
ID;2013;550000202;CENTRE HOSPITALIER STE-ANNE  ST-MIHIEL;;550000053;04;13;1;355;PUB2;1;0;;0;26550007400017;41;55;41S0000002;55463;SAINT-MIHIEL;;0;;7;550000053;1;1;;PL;JEAN BERAIN;;55300;ST MIHIEL;;;;;;;;;;;;;;;;;;;265500074;26550007400017;;;0;0;;;;;;;;;
ID;2013;550000251;CHS DE FAINS-VEEL;;550000095;14;11;1;292;PUB3;1;0;;0;26550004100016;41;55;41S0000002;55186;FAINS-VEEL;;0;;7;550000095;1;1;36;R;DE BAR;;55000;FAINS VEEL;;;;;;;;;;;;;;;;;;;265500041;26550004100016;;;0;0;;;;;;;;;
ID;2013;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;;550003354;04;13;1;355;PUB2;1;0;;0;26550002500019;41;55;41S0000002;55029;BAR-LE-DUC;;0;;7;550003354;1;1;1;BD;D'ARGONNE;CS 10510;55012;BAR LE DUC CEDEX;;;;;;;;;;;;;;;;;;;265500025;26550002500019;;;0;0;;;;;;;;;
ID;2013;550002885;CENTRE D'AUTODIALYSE ALTIR;;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500116;41;55;41S0000002;55545;VERDUN;;0;;7;540001112;1;1;70;R;ST-SAUVEUR;;55100;VERDUN;;0;;;;;;;;;;;;;;;;;300899085;30089908500116;;;0;0;;;;;;;;;
ID;2013;550003321;USLD CENTRE HOSPITALIER DE BAR LE DUC;;550003354;04;13;1;362;PUB9;1;0;;0;26550002500050;41;55;41S0000002;55029;BAR-LE-DUC;;0;;7;550003354;1;1;1;BD;D'ARGONNE;;55012;BAR LE DUC CEDEX;;;;;;;;;;;;;;;;;;;265500025;26550002500019;;;0;0;;;;;;;;;
ID;2013;550003362;CH DE VERDUN - HOPITAL DESANDROUINS;;550000020;04;13;1;355;PUB2;1;0;;0;26550020700021;41;55;41S0000002;55545;VERDUN;;0;;7;550000020;1;1;;;ROUTE D'ETAIN;BP 713;55107;VERDUN CEDEX;;;;;;;;;;;;;;;;;;;265500207;26550020700021;;;0;0;;;;;;;;;
ID;2013;550003370;USLD DU CENTRE HOSPITALIER DE VERDUN;;550000020;04;13;1;362;PUB9;1;0;;0;26550020700013;41;55;41S0000002;55545;VERDUN;;0;;7;550000020;1;1;56;R;SAINT SAUVEUR;;55100;VERDUN;;;;;;;;;;;;;;;;;;;265500207;26550020700013;;;0;0;;;;;;;;;
ID;2013;550004626;USLD DU CENTRE HOSPITALIER DE COMMERCY;;550000046;04;13;1;362;PUB9;1;0;;0;26550003300039;41;55;41S0000002;55122;COMMERCY;;0;;7;550000046;1;1;1;R;HENRI GARNIER;;55205;COMMERCY CEDEX;;;;;;;;;;;;;;;;;;;265500033;26550003300039;;;0;0;;;;;;;;;
ID;2013;550005219;CENTRE D'AUTODIALYSE ALTIR;;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500181;41;55;41S0000002;55029;BAR-LE-DUC;;0;;7;540001112;1;1;1;BD;D'ARGONNE;;55000;BAR LE DUC;CENTRE HOSPITALIER DE BAR LE D;0;;;;;;;;;;;;;;;;;300899085;30089908500181;;;0;0;;;;;;;;;
ID;2013;550005581;USLD DU CHS DE FAINS-VEEL;;550000095;04;11;1;362;PUB9;1;0;;0;26550004100065;41;55;41S0000002;55186;FAINS-VEEL;;0;;7;550000095;1;1;;;;;55000;FAINS VEEL;CHS;;;;;;;;;;;;;;;;;;265500041;26550004100065;;;0;0;;;;;;;;;
ID;2013;560000127;HOPITAL CHUBERT- VANNES;CHBA;560023210;04;14;1;355;PUB2;1;0;;0;26561337200019;53;56;53S0000004;56260;VANNES;;0;;6;560023210;2;1;20;BD;GUILLAUDOT;BP 70555;56017;VANNES CEDEX;;;;;560009839;CENTRE MEDECINE NUCLEAIRE DU MORBHIAN;560018038;CENTRE SAINT YVES - SITE CHBA;;;;;;;;;;;265613372;26561337200019;26561337200027;;0;0;;;;;;;;;
ID;2013;560000135;CHBS - HOPITAL DU SCORFF;;560005746;04;14;1;355;PUB2;1;0;;0;26561334900066;53;56;53S0000003;56121;LORIENT;;0;;6;560005746;2;1;5;AV;DE CHOISEUL;B.P 12233;56322;LORIENT CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000143;CHCB- SITE KÉRIO;;560014748;04;14;1;355;PUB2;1;0;;0;26561343000056;53;56;53S0000008;56151;NOYAL-PONTIVY;;0;;6;560014748;1;1;;;SITE DE NOYAL PONTIVY - KERIO;B.P 70023;56306;PONTIVY Cedex;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000184;CLINIQUE DES AUGUSTINES- MALESTROIT;;560006017;09;64;3;365;PNL4;6;1;1;0;77785242700015;53;56;53S0000004;56124;MALESTROIT;;0;;6;;2;1;4;FG;SAINT MICHEL;;56140;MALESTROIT;;0;;;;;;;;;;;;;;;;;;77785242700015;;;0;0;;;;;;;;;
ID;2013;560000192;CENTRE HOSPITALIER DE PLOERMEL;;560000044;04;13;1;355;PUB2;1;0;;0;26560002300013;53;56;53S0000004;56165;PLOERMEL;;0;;6;560000044;1;1;7;R;DU ROI ARTHUR;BP 131;56800;PLOERMEL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000200;HOPITAL LE PRATEL - AURAY;CHBA;560023210;04;14;1;355;PUB2;1;0;;0;26561337200027;53;56;53S0000004;56007;AURAY;;0;;6;560023210;2;1;2;R;DU PRATEL;;56400;AURAY;;;;;;;;;;;;;;;;;;;265613372;26561337200019;26561337200027;;;0;;;;;;;;;
ID;2013;560000242;CPR  BILLIERS;;560022246;15;60;3;430;PNL7;6;1;1;0;41205961000011;53;56;53S0000004;56018;BILLIERS;;0;;6;;1;1;;;DOMAINE DE PRIERES;;56190;BILLIERS;;;;;;;;;;;;;;;;;;;412059610;;;;;0;;;;;;;;;
ID;2013;560000275;CHBS - SITE DE KERLIVIO;;560005746;04;14;1;355;PUB2;1;0;;0;26561334900058;53;56;53S0000003;56083;HENNEBONT;;0;;6;560005746;2;1;;RUE;FRANCOIS LE VOUEDEC;;56700;HENNEBONT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000283;CENTRE HOSPITALIER JOSSELIN;;560000077;04;13;1;106;PUB2;1;0;;0;26560004900018;53;56;53S0000004;56091;JOSSELIN;;0;;6;560000077;1;1;21;R;SAINT JACQUES;;56120;JOSSELIN;;;;;;;;;;;;;;;;;;;;26560004900018;;;;0;;;;;;;;;
ID;2013;560000291;CENTRE HOSPITALIER LE PALAIS;;560000085;04;13;1;106;PUB2;1;0;;0;26560034600018;53;56;53S0000004;56152;LE PALAIS;;0;;6;560000085;1;1;;;;LA VIGNE;56360;LE PALAIS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;;560000259;04;13;1;106;PUB2;1;0;;0;26560017100010;53;56;53S0000008;56073;GUEMENE-SUR-SCORFF;;0;;6;560000259;1;1;;R;EMILE MAZE;;56160;GUEMENE SUR SCORFF;;;;;;;;;;;;;;;;;;;265600171;26560017100010;;;;0;;;;;;;;;
ID;2013;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;;560002032;14;11;1;292;PUB3;1;0;;0;26560005600013;53;56;53S0000004;56206;SAINT-AVE;;0;;6;560002032;1;1;10;R;DE L'HOPITAL;BP 10;56896;ST AVE CEDEX;;;;;;;;;;;;;;;;;;;265600056;;26560005600013;;0;0;;;;;;;;;
ID;2013;560000390;CENTRE DE POSTCURE LE PHARE-LORIENT;;560002040;09;61;3;109;PNL10;6;1;1;0;77567643000025;53;56;53S0000003;56121;LORIENT;;0;;6;;1;1;1;R;ALPHONSE TANGUY;BP 407;56100;LORIENT;;;;;;;;;;;;;;;;;;;;77567643000025;;;0;0;;;;;;;;;
ID;2013;560000408;CENTRE HOSPITALIER MALESTROIT;;560002065;04;13;1;106;PUB2;1;0;;0;26560018900012;53;56;53S0000004;56124;MALESTROIT;;0;;6;560002065;1;1;2;R;LOUIS MARSILLE;;56140;MALESTROIT;;;;;560006694;USLD;560009722;EHPAD;560000408;MEDECINE/SSR;560003501;SSIAD;;;;;;;265600189;26560018900012;;;0;0;;;;;;;;;
ID;2013;560000424;Etablissement de soins de Keraliguen;;560006074;09;47;3;109;PNL10;6;1;1;0;77786382000398;53;56;53S0000003;56162;PLOEMEUR;;0;;6;;1;1;;R;;BP 90123;56600;56272 PLOEMEUR CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000465;CENTRE HOSPITALIER LE FAOUET;;560002198;04;13;1;106;PUB2;1;0;;0;26560006400017;53;56;53S0000003;56057;LE FAOUET;;0;;6;560002198;1;1;36;R;DES BERGERES;;56320;LE FAOUET;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000473;CENTRE HOSPITALIER CARENTOIR;;560002206;04;13;1;106;PUB2;1;0;;0;26560019700015;53;56;53S0000005;56033;CARENTOIR;;0;;6;560002206;1;1;5;R;ABBE DE LA VALLIERE;;56910;CARENTOIR;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;;560002222;04;13;1;106;PUB2;1;0;;0;26560043700015;53;56;53S0000004;56147;NIVILLAC;;0;;6;560002222;1;1;2;R;DE LA PISCINE;;56130;NIVILLAC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560000697;EPSM JEAN-MARTIN CHARCOT;;560002677;14;11;1;292;PUB3;1;0;;0;26560026200017;53;56;53S0000003;56036;CAUDAN;;;;6;560002677;1;1;;RTE;DE PONT SCORFF;BP 47;56854;CAUDAN CEDEX;LE TRESCOËT;;;;560012122;LONG SEJOUR LANESTER - EPSM JM CHARCOT CAUDAN;560000697;EPSM JM CHARCOT CAUDAN;;;;;;;;;;;265600262;26560026200017;;;0;0;;;;;;;;;
ID;2013;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;;560006074;09;47;3;109;PNL10;6;1;1;0;77786382000018;53;56;53S0000003;56162;PLOEMEUR;;;;6;;1;1;;LD;KERPAPE;B.P 78;56270;PLOEMEUR;;;;;;;;;;;;;;;;;;;777863820;77786382000018;;;0;0;;;;;;;;;
ID;2013;560002081;CLINIQUE DU GOLFE;;560000416;15;75;2;161;PLU7;0;4;5;0;78807195900019;53;56;53S0000004;56243;SENE;;0;;6;;1;1;22;R;DE LIMUR;;56860;SENE;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560002123;SAS CLINEA;CLINIQUE SAINT VINCENT;750043994;15;75;2;161;PLU7;0;4;5;0;30116075000511;53;56;53S0000003;56107;LARMOR-PLAGE;;0;;6;;1;2;7;Rue;des Bruyères;;56260;LARMOR-PLAGE;;1;301160750;CLINEA;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560002511;CLINIQUE DU TER;;560000689;09;73;2;365;PLU4;0;4;5;0;85750015100025;53;56;53S0000003;56162;PLOEMEUR;;0;;6;;2;1;;;5 ALLEE DE LA CLINIQUE DU TER;CS 60071;56275;PLOEMEUR CEDEX;;0;;;;;;;;;;;;;;;;;857500151;;;;;0;;;;;;;;;
ID;2013;560002685;ETABLISSEMENT SPECIALISE KER JOIE;PENN KER;750043713;15;60;3;161;PNL7;6;1;1;0;30057025600051;53;56;53S0000008;56024;BREHAN;;0;;6;;1;1;;;;BP 18;56580;BREHAN;;;;;;;;;;;;;;;;;;;300570256;;;;0;0;;;;;;;;;
ID;2013;560002933;CLIN.MUT.-PORTE DE L'ORIENT- - LORIENT;;560006074;09;47;3;128;PNL4;6;1;1;0;77786382000117;53;56;53S0000003;56121;LORIENT;;0;;6;;2;1;3;R;ROBERT DE LA CROIX;;56324;LORIENT CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560002974;ETABLISSEMENT DE SANTE LE DIVIT;;830013678;09;60;3;109;PNL10;6;1;1;0;31121005800013;53;56;53S0000003;56162;PLOEMEUR;;0;;6;;1;1;18;R;DU DIVIT;BP 61;56274;PLOEMEUR CEDEX;;0;;ASSOCIATION JEAN LACHENAUD;;;;;;;;;;;;;;;311210058;31121005800013;;;0;0;;;;;;;;;
ID;2013;560003006;CENT. POST-CURE KERDUDO - GUIDEL;;560000770;09;60;3;109;PNL10;6;1;1;0;31404612900016;53;56;53S0000003;56078;GUIDEL;;0;;6;;1;1;;;LES CINQ CHEMINS;;56520;GUIDEL;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560003055;CENTRE DE SOINS DE SUITE ET DE READAPTATION;;440042844;09;40;3;109;PNL10;6;1;4;0;42869200800124;53;56;53S0000004;56042;COLPO;;0;;6;;1;1;;DOM;DE KORN-ER-HOUET;;56390;COLPO;;0;;;;;;;;;;;;;;;;;;42869200800124;;;0;0;;;;;;;;;
ID;2013;560003980;CHBS - SITE DE KERBERNES;;560005746;04;14;1;355;PUB2;1;0;;0;26561334900041;53;56;53S0000003;56162;PLOEMEUR;;;;6;560005746;2;1;;LD;KERBERNES;;56270;PLOEMEUR;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560004004;CENTRE DE DIALYSE DE LORIENT;;350000626;07;60;3;141;PNL5;6;4;1;0;30854923700300;53;56;53S0000003;56121;LORIENT;;0;;5;350000626;1;1;50;R;LOUIS BRAILLE;;56100;LORIENT;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560004277;CENT. POST-CURE KERVILLARD - SARZEAU;;750721029;15;61;3;430;PNL7;6;1;1;0;77567626500173;53;56;53S0000004;56240;SARZEAU;;0;;6;;1;1;32;R;GAL DE GAULLE;;56370;SARZEAU;KERVILLARD;0;;;;;;;;;;;;;;;;;;77567626500504;;;0;0;;;;;;;;;
ID;2013;560004301;LONG SEJOUR - HOPITAL LOCAL DU PALAIS;;560000085;04;13;1;362;PUB9;1;0;;0;26560034600075;53;56;53S0000004;56152;LE PALAIS;;0;;6;560000085;1;1;;;;;56360;LE PALAIS;CENTRE SAINT LOUIS;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560005035;CHBS - USLD KERBERNES;;560005746;04;14;1;362;PUB9;1;0;;0;26561334900033;53;56;53S0000003;56162;PLOEMEUR;;0;;6;560005746;2;1;;LD;KERBERNES;;56270;PLOEMEUR;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560006348;CTRE ENTRAINEMENT ET DE REPLI  PONTIVY;CH DE PONTIVY;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700383;53;56;53S0000008;56151;NOYAL-PONTIVY;;0;;5;350000626;1;1;;PL;ERNEST JAN;BP 23;56306;PONTIVY CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560006637;LONG SEJOUR SITE RIANTEC CH PORT-LOUIS;EHPAD;560002214;04;13;1;362;PUB9;1;0;;0;26560007200028;53;56;53S0000003;56193;RIANTEC;;0;;6;560002214;1;1;;;;KERDURAND;56670;RIANTEC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560006694;LONG SEJOUR - HOP.LOCAL DE MALESTROIT;EHPAD;560002065;04;13;1;362;PUB9;1;0;;0;26560018900038;53;56;53S0000004;56124;MALESTROIT;;0;;6;560002065;1;1;2;R;LOUIS MARSILLE;;56140;MALESTROIT;;;;;560006694;USLD;560009722;EHPAD;560000408;MEDECINE/SSR;560003501;SSIAD;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560006785;CTRE LONG SEJOUR LE PRATEL CHBA AURAY;;560023210;04;14;1;362;PUB9;1;0;;0;26561337200142;53;56;53S0000004;56007;AURAY;;0;;6;560023210;2;1;2;R;DU PRATEL;;56400;AURAY;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560006991;HOPITAL DE JOUR ENFANTS;;220017974;15;60;3;292;PNL3;6;1;1;0;40094447600326;53;56;53S0000008;56178;PONTIVY;;0;;6;;1;1;7;R;DES AJONCS;;56306;PONTIVY CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560007510;POLYCLINIQUE DE KERIO;;560001307;09;73;2;365;PLU4;0;4;5;0;53862992400027;53;56;53S0000008;56151;NOYAL-PONTIVY;;0;;5;;2;1;;;Kério;CS 80040;56920;NOYAL-PONTIVY;;0;;;;;;;;;;;;;;;;;538629924;53862992400027;;;0;0;;;;;;;;;
ID;2013;560008799;HOPITAL PRIVE OCEANE;;560013989;09;75;2;365;PLU4;0;4;5;0;45054793000013;53;56;53S0000004;56260;VANNES;;0;;5;;2;1;11;R;DU DOCTEUR JOSEPH AUDIC;LE TENENIO;56000;VANNES;;1;498807619;VITALIA DEVELOPPEMENT MCO 75008 PARIS;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560009490;AUTODIALYSE DE BELLE-ÎLE EN MER;;440002590;07;60;3;146;PNL5;6;3;0;0;30266606000207;53;56;53S0000004;56152;LE PALAIS;;0;;7;440002590;1;1;;;HOPITAL LA VIGNE;;56360;LE PALAIS;;0;;;;;;;;;;;;;;;;;302666060;30266606000207;;;0;0;;;;;;;;;
ID;2013;560009508;AUTODIALYSE D'AURAY;;440002590;07;60;3;146;PNL5;6;3;0;0;30266606000215;53;56;53S0000004;56007;AURAY;;0;;7;440002590;1;1;2;R;DE DREZEN;LOGIS KERIOLET;56400;AURAY;LOGIS DE KERIOLET;0;;;;;;;;;;;;;;;;;302666060;30266606000215;;;0;0;;;;;;;;;
ID;2013;560009524;AUTODIALYSE ET UNITE DE DIALYSE MEDICALISEE DE VAN;PARC DU TENENIO;440002590;07;60;3;146;PNL5;6;3;0;0;30266606000025;53;56;53S0000004;56260;VANNES;;0;;7;440002590;1;1;10;R;DU DR JOSEPH AUDIC;;56000;VANNES;;0;;;;;;;;;;;;;;;;;302666060;30266606000025;30266606000538;;0;0;;;;;;;;;
ID;2013;560009557;AUTODIALYSE LANESTER;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700318;53;56;53S0000003;56098;LANESTER;;0;;5;350000626;1;1;270;AV;FRANCOIS BILLOUX;;56600;LANESTER;CENTRE ALPHA;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560009615;Centre Hospitalier du Centre Bretagne- USLD;RESIDENCE JEANNE DE KERVENOAEL;560014748;04;14;1;362;PUB9;1;0;;0;26561343000072;53;56;53S0000008;56178;PONTIVY;;;;6;560014748;1;1;;AV;DES OTAGES;;56306;PONTIVY CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560009623;CTRE DE LONG SEJOUR DU LAC CHBA VANNES;;560023210;04;14;1;362;PUB9;1;0;;0;26561337200043;53;56;53S0000004;56260;VANNES;;0;;6;560023210;2;1;20;BD;GENERAL M GUILLAUDOT;BP 70555;56017;VANNES CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560009714;LONG SEJOUR - CH PLOERMEL;;560000044;04;13;1;362;PUB9;1;0;;0;26560002300039;53;56;53S0000004;56165;PLOERMEL;;0;;6;560000044;1;1;7;R;DU ROI ARTHUR;;56804;PLOERMEL CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;560010092;USLD - EPSM MORBIHAN;RESIDENCE ARC EN CIEL;560002032;04;11;1;362;PUB9;1;0;;0;26560005600138;53;56;53S0000004;56206;SAINT-AVE;;0;;6;560002032;1;1;22;R;DE L'HOPITAL;;56896;ST AVE CEDEX;;;;;;;;;;;;;;;;;;;265600056;;26560005600013;;0;0;;;;;;;;;
ID;2013;560012122;LONG SEJOUR - CHS CAUDAN;EHPAD;560002677;04;11;1;362;PUB9;1;0;;0;26560026200090;53;56;53S0000003;56098;LANESTER;;0;;6;560002677;1;1;;;;;56600;LANESTER;PRAT ER MOR;;;;;;;;;;;;;;;;;;265600262;26560026200017;;;0;0;;;;;;;;;
ID;2013;560013740;AUTODIALYSE LORIENT;;350000626;07;60;3;146;PNL5;6;4;1;0;30854923700326;53;56;53S0000003;56121;LORIENT;;0;;5;350000626;1;1;50;R;LOUIS BRAILLE;;56100;LORIENT;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;560014078;AUTODIALYSE DE MUZILLAC;;440002590;07;60;3;146;PNL5;6;3;0;0;30266606000173;53;56;53S0000004;56143;MUZILLAC;;0;;7;440002590;1;1;;;ROUTE DE PEAULE;LE GUERNEHUE;56190;MUZILLAC;;0;;;;;;;;;;;;;;;;;302666060;;;;0;0;;;;;;;;;
